"ID","Pokemon","Family","Shadow","Little_Rank","Master_Rank","Ultra_Rank","Great_Rank","Little_IVs","Master_IVs","Ultra_IVs","Great_IVs","Little_Level","Master_Level","Ultra_Level","Great_Level","Little_CP","Master_CP","Ultra_CP","Great_CP","Little_MoveSet","Master_MoveSet","Ultra_MoveSet","Great_MoveSet","Evo_Fam","Evo_Next"
"226","Mantine","Mantine","FALSE",,"341",,,,"15/15/15",,,,"50",,,,"2383",,,,"Bubble, Aerial Ace, Ice Beam",,,"226;458","226;458"
"227","Skarmory","Skarmory","FALSE",,"435",,,,"15/15/15",,,,"50",,,,"2383",,,,"Steel Wing, Brave Bird, Flash Cannon",,,"227","227"
"227","Skarmory (Shadow)","Skarmory","TRUE",,"393",,,,"15/15/15",,,,"50",,,,"2383",,,,"Steel Wing, Brave Bird, Flash Cannon",,,"227","227"
"229","Houndoom","Houndour","FALSE",,"437",,,,"15/15/15",,,,"50",,,,"2979",,,,"Snarl, Crunch, Flamethrower",,,"228;229","229"
"229","Houndoom (Shadow)","Houndour","TRUE",,"444",,,,"15/15/15",,,,"50",,,,"2979",,,,"Snarl, Crunch, Flamethrower",,,"228;229","229"
"230","Kingdra","Horsea","FALSE",,"172",,,,"15/15/15",,,,"50",,,,"2986",,,,"Dragon Breath, Outrage, Octazooka",,,"116;117;230","230"
"230","Kingdra (Shadow)","Horsea","TRUE",,"152",,,,"15/15/15",,,,"50",,,,"2986",,,,"Dragon Breath, Outrage, Octazooka",,,"116;117;230","230"
"232","Donphan","Phanpy","FALSE",,"36",,,,"15/15/15",,,,"50",,,,"3407",,,,"Mud Slap, Trailblaze, Body Slam",,,"231;232","232"
"232","Donphan (Shadow)","Phanpy","TRUE",,"38",,,,"15/15/15",,,,"50",,,,"3407",,,,"Mud Slap, Body Slam, Trailblaze",,,"231;232","232"
"233","Porygon2","Porygon","FALSE",,"173",,,,"15/15/15",,,,"50",,,,"3065",,,,"Lock On, Tri Attack, Return[legacy]",,,"137;233;474","233;474"
"233","Porygon2 (Shadow)","Porygon","TRUE",,"300",,,,"15/15/15",,,,"50",,,,"3065",,,,"Lock On, Tri Attack, Zap Cannon",,,"137;233;474","233;474"
"237","Hitmontop","Hitmonlee","FALSE",,"286",,,,"15/15/15",,,,"50",,,,"2438",,,,"Counter, Close Combat, Triple Axel",,,"106;236","237"
"237","Hitmontop (Shadow)","Hitmonlee","TRUE",,"264",,,,"15/15/15",,,,"50",,,,"2438",,,,"Counter, Close Combat, Triple Axel",,,"106;236","237"
"241","Miltank","Miltank","FALSE",,"257",,,,"15/15/15",,,,"50",,,,"2662",,,,"Rollout, Body Slam, Ice Beam",,,"241","241"
"242","Blissey","Chansey","FALSE",,"453",,,,"15/15/15",,,,"50",,,,"3117",,,,"Zen Headbutt, Wild Charge[etm], Dazzling Gleam",,,"113;242;440","242;440"
"248","Tyranitar","Larvitar","FALSE",,"94",,,,"15/15/15",,,,"50",,,,"4335",,,,"Smack Down[etm], Brutal Swing, Stone Edge",,,"246;247;248","248"
"248","Tyranitar (Shadow)","Larvitar","TRUE",,"80",,,,"15/15/15",,,,"50",,,,"4335",,,,"Smack Down[etm], Brutal Swing, Stone Edge",,,"246;247;248","248"
"254","Sceptile","Treecko","FALSE",,"205",,,,"15/15/15",,,,"50",,,,"3117",,,,"Bullet Seed, Leaf Blade, Breaking Swipe",,,"252;253;254","254"
"254","Sceptile (Shadow)","Treecko","TRUE",,"237",,,,"15/15/15",,,,"50",,,,"3117",,,,"Bullet Seed, Leaf Blade, Breaking Swipe",,,"252;253;254","254"
"257","Blaziken","Torchic","FALSE",,"280",,,,"15/15/15",,,,"50",,,,"3219",,,,"Fire Spin, Blaze Kick, Blast Burn[etm]",,,"255;256;257","257"
"257","Blaziken (Shadow)","Torchic","TRUE",,"265",,,,"15/15/15",,,,"50",,,,"3219",,,,"Fire Spin, Blast Burn[etm], Blaze Kick",,,"255;256;257","257"
"260","Swampert","Mudkip","FALSE",,"44",,,,"15/15/15",,,,"50",,,,"3362",,,,"Mud Shot, Hydro Cannon[etm], Earthquake",,,"258;259;260","260"
"260","Swampert (Shadow)","Mudkip","TRUE",,"51",,,,"15/15/15",,,,"50",,,,"3362",,,,"Mud Shot, Hydro Cannon[etm], Earthquake",,,"258;259;260","260"
"272","Ludicolo","Lotad","FALSE",,"456",,,,"15/15/15",,,,"50",,,,"2626",,,,"Bubble, Scald, Ice Beam",,,"270;271;272","272"
"275","Shiftry","Seedot","FALSE",,"328",,,,"15/15/15",,,,"50",,,,"2637",,,,"Snarl, Leaf Blade, Foul Play",,,"273;274;275","275"
"275","Shiftry (Shadow)","Seedot","TRUE",,"349",,,,"15/15/15",,,,"50",,,,"2637",,,,"Snarl, Leaf Blade, Foul Play",,,"273;274;275","275"
"279","Pelipper","Wingull","FALSE",,"348",,,,"15/15/15",,,,"50",,,,"2404",,,,"Wing Attack, Weather Ball (Water), Hurricane",,,"278;279","279"
"282","Gardevoir","Ralts","FALSE",,"19",,,,"15/15/15",,,,"50",,,,"3497",,,,"Charm, Triple Axel, Shadow Ball",,,"280;281;282","282"
"282","Gardevoir (Shadow)","Ralts","TRUE",,"10",,,,"15/15/15",,,,"50",,,,"3497",,,,"Charm, Triple Axel, Shadow Ball",,,"280;281;282","282"
"284","Masquerain","Surskit","FALSE",,"356",,,,"15/15/15",,,,"50",,,,"2567",,,,"Infestation, Lunge, Ominous Wind",,,"283;284","284"
"286","Breloom","Shroomish","FALSE",,"256",,,,"15/15/15",,,,"50",,,,"2971",,,,"Force Palm, Dynamic Punch, Grass Knot[etm]",,,"285;286","286"
"289","Slaking","Slakoth","FALSE",,"505",,,,"15/15/15",,,,"50",,,,"5010",,,,"Yawn, Body Slam[etm], Earthquake",,,"287;288;289","289"
"295","Exploud","Whismur","FALSE",,"434",,,,"15/15/15",,,,"50",,,,"2654",,,,"Astonish, Crunch, Disarming Voice",,,"293;294;295","295"
"295","Exploud (Shadow)","Whismur","TRUE",,"417",,,,"15/15/15",,,,"50",,,,"2654",,,,"Astonish, Crunch, Disarming Voice",,,"293;294;295","295"
"297","Hariyama","Makuhita","FALSE",,"186",,,,"15/15/15",,,,"50",,,,"3198",,,,"Force Palm, Close Combat, Heavy Slam",,,"296;297","297"
"297","Hariyama (Shadow)","Makuhita","TRUE",,"135",,,,"15/15/15",,,,"50",,,,"3198",,,,"Force Palm, Close Combat, Superpower",,,"296;297","297"
"305","Lairon","Aron","FALSE",,"450",,,,"15/15/15",,,,"50",,,,"2324",,,,"Metal Claw, Rock Slide, Body Slam",,,"304;305;306","305;306"
"305","Lairon (Shadow)","Aron","TRUE",,"422",,,,"15/15/15",,,,"50",,,,"2324",,,,"Metal Claw, Rock Slide, Body Slam",,,"304;305;306","305;306"
"306","Aggron","Aron","FALSE",,"175",,,,"15/15/15",,,,"50",,,,"3391",,,,"Dragon Tail, Meteor Beam, Stone Edge",,,"304;305;306","306"
"306","Aggron (Shadow)","Aron","TRUE",,"145",,,,"15/15/15",,,,"50",,,,"3391",,,,"Dragon Tail, Meteor Beam, Stone Edge",,,"304;305;306","306"
"310","Manectric","Electrike","FALSE",,"403",,,,"15/15/15",,,,"50",,,,"2646",,,,"Snarl, Wild Charge, Psychic Fangs",,,"309;310","310"
"310","Manectric (Shadow)","Electrike","TRUE",,"423",,,,"15/15/15",,,,"50",,,,"2646",,,,"Snarl, Wild Charge, Psychic Fangs",,,"309;310","310"
"317","Swalot","Gulpin","FALSE",,"492",,,,"15/15/15",,,,"50",,,,"2236",,,,"Mud Shot, Ice Beam, Sludge Bomb",,,"316;317","317"
"321","Wailord","Wailmer","FALSE",,"375",,,,"15/15/15",,,,"50",,,,"2577",,,,"Water Gun, Surf, Blizzard",,,"320;321","321"
"321","Wailord (Shadow)","Wailmer","TRUE",,"353",,,,"15/15/15",,,,"50",,,,"2577",,,,"Water Gun, Surf, Blizzard",,,"320;321","321"
"324","Torkoal","Torkoal","FALSE",,"455",,,,"15/15/15",,,,"50",,,,"2366",,,,"Fire Spin, Overheat, Earthquake",,,"324","324"
"326","Grumpig","Spoink","FALSE",,"498",,,,"15/15/15",,,,"50",,,,"2679",,,,"Extrasensory, Shadow Ball, Psychic",,,"325;326","326"
"326","Grumpig (Shadow)","Spoink","TRUE",,"487",,,,"15/15/15",,,,"50",,,,"2679",,,,"Extrasensory, Shadow Ball, Psychic",,,"325;326","326"
"330","Flygon","Trapinch","FALSE",,"200",,,,"15/15/15",,,,"50",,,,"3008",,,,"Sand Attack, Dragon Claw, Scorching Sands",,,"328;329;330","330"
"330","Flygon (Shadow)","Trapinch","TRUE",,"219",,,,"15/15/15",,,,"50",,,,"3008",,,,"Sand Attack, Dragon Claw, Scorching Sands",,,"328;329;330","330"
"334","Altaria","Swablu","FALSE",,"379",,,,"15/15/15",,,,"50",,,,"2266",,,,"Dragon Breath, Sky Attack, Moonblast[etm]",,,"333;334","334"
"335","Zangoose","Zangoose","FALSE",,"398",,,,"15/15/15",,,,"50",,,,"2733",,,,"Shadow Claw, Close Combat, Night Slash",,,"335","335"
"337","Lunatone","Lunatone","FALSE",,"340",,,,"15/15/15",,,,"50",,,,"2631",,,,"Psywave, Rock Slide, Moonblast",,,"337","337"
"338","Solrock","Solrock","FALSE",,"335",,,,"15/15/15",,,,"50",,,,"2631",,,,"Psywave, Rock Slide, Psychic",,,"338","338"
"340","Whiscash","Barboach","FALSE",,"312",,,,"15/15/15",,,,"50",,,,"2346",,,,"Mud Shot, Mud Bomb, Scald",,,"339;340","340"
"340","Whiscash (Shadow)","Barboach","TRUE",,"330",,,,"15/15/15",,,,"50",,,,"2346",,,,"Mud Shot, Mud Bomb, Scald",,,"339;340","340"
"342","Crawdaunt","Corphish","FALSE",,"384",,,,"15/15/15",,,,"50",,,,"2797",,,,"Snarl, Night Slash, Scald",,,"341;342","342"
"342","Crawdaunt (Shadow)","Corphish","TRUE",,"400",,,,"15/15/15",,,,"50",,,,"2797",,,,"Snarl, Night Slash, Scald",,,"341;342","342"
"344","Claydol","Baltoy","FALSE",,"407",,,,"15/15/15",,,,"50",,,,"2229",,,,"Mud Slap, Scorching Sands, Ice Beam",,,"343;344","344"
"346","Cradily","Lileep","FALSE",,"471",,,,"15/15/15",,,,"50",,,,"2499",,,,"Bullet Seed, Grass Knot, Stone Edge",,,"345;346","346"
"346","Cradily (Shadow)","Lileep","TRUE",,"501",,,,"15/15/15",,,,"50",,,,"2499",,,,"Bullet Seed, Grass Knot, Stone Edge",,,"345;346","346"
"348","Armaldo","Anorith","FALSE",,"331",,,,"15/15/15",,,,"50",,,,"3220",,,,"Fury Cutter, Rock Blast, Cross Poison",,,"347;348","348"
"348","Armaldo (Shadow)","Anorith","TRUE",,"345",,,,"15/15/15",,,,"50",,,,"3220",,,,"Fury Cutter, Cross Poison, Rock Blast",,,"347;348","348"
"350","Milotic","Feebas","FALSE",,"121",,,,"15/15/15",,,,"50",,,,"3398",,,,"Dragon Tail, Surf, Blizzard",,,"349;350","350"
"352","Kecleon","Kecleon","FALSE",,"468",,,,"15/15/15",,,,"50",,,,"2314",,,,"Sucker Punch, Foul Play, Ice Beam",,,"352","352"
"357","Tropius","Tropius","FALSE",,"363",,,,"15/15/15",,,,"50",,,,"2194",,,,"Air Slash, Leaf Blade, Brutal Swing",,,"357","357"
"358","Chimecho","Chimecho","FALSE",,"466",,,,"15/15/15",,,,"50",,,,"2554",,,,"Astonish, Psyshock, Shadow Ball",,,"358;433","358;433"
"359","Absol","Absol","FALSE",,"509",,,,"15/15/15",,,,"50",,,,"2856",,,,"Snarl, Dark Pulse, Megahorn",,,"359","359"
"359","Absol (Shadow)","Absol","TRUE",,"511",,,,"15/15/15",,,,"50",,,,"2856",,,,"Snarl, Dark Pulse, Megahorn",,,"359","359"
"362","Glalie","Snorunt","FALSE",,"491",,,,"15/15/15",,,,"50",,,,"2380",,,,"Ice Shard, Avalanche, Shadow Ball",,,"361;362","362"
"362","Glalie (Shadow)","Snorunt","TRUE",,"485",,,,"15/15/15",,,,"50",,,,"2380",,,,"Ice Shard, Avalanche, Shadow Ball",,,"361;362","362"
"365","Walrein","Spheal","FALSE",,"77",,,,"15/15/15",,,,"50",,,,"3081",,,,"Powder Snow[etm], Icicle Spear[etm], Earthquake",,,"363;364;365","365"
"365","Walrein (Shadow)","Spheal","TRUE",,"81",,,,"15/15/15",,,,"50",,,,"3081",,,,"Powder Snow[etm], Icicle Spear[etm], Earthquake",,,"363;364;365","365"
"367","Huntail","Clamperl","FALSE",,"350",,,,"15/15/15",,,,"50",,,,"2645",,,,"Water Gun, Aqua Tail, Crunch",,,"366;367","367"
"368","Gorebyss","Gorebyss","FALSE",,"377",,,,"15/15/15",,,,"50",,,,"2820",,,,"Water Gun, Water Pulse, Psychic",,,"366;368","368"
"369","Relicanth","Relicanth","FALSE",,"158",,,,"15/15/15",,,,"50",,,,"2858",,,,"Water Gun, Aqua Tail, Ancient Power",,,"369","369"
"373","Salamence","Bagon","FALSE",,"30",,,,"15/15/15",,,,"50",,,,"4239",,,,"Dragon Tail, Fly, Outrage[etm]",,,"371;372;373","373"
"373","Salamence (Shadow)","Bagon","TRUE",,"17",,,,"15/15/15",,,,"50",,,,"4239",,,,"Dragon Tail, Fly, Outrage[etm]",,,"371;372;373","373"
"376","Metagross","Beldum","FALSE",,"85",,,,"15/15/15",,,,"50",,,,"4286",,,,"Bullet Punch, Meteor Mash[etm], Earthquake",,,"374;375;376","376"
"376","Metagross (Shadow)","Beldum","TRUE",,"107",,,,"15/15/15",,,,"50",,,,"4286",,,,"Bullet Punch, Meteor Mash[etm], Earthquake",,,"374;375;376","376"
"389","Torterra","Turtwig","FALSE",,"123",,,,"15/15/15",,,,"50",,,,"3318",,,,"Razor Leaf, Frenzy Plant[etm], Stone Edge",,,"387;388;389","389"
"389","Torterra (Shadow)","Turtwig","TRUE",,"96",,,,"15/15/15",,,,"50",,,,"3318",,,,"Razor Leaf, Frenzy Plant[etm], Stone Edge",,,"387;388;389","389"
"392","Infernape","Chimchar","FALSE",,"360",,,,"15/15/15",,,,"50",,,,"3033",,,,"Fire Spin, Close Combat, Blast Burn[etm]",,,"390;391;392","392"
"392","Infernape (Shadow)","Chimchar","TRUE",,"323",,,,"15/15/15",,,,"50",,,,"3033",,,,"Fire Spin, Close Combat, Blast Burn[etm]",,,"390;391;392","392"
"395","Empoleon","Piplup","FALSE",,"125",,,,"15/15/15",,,,"50",,,,"3279",,,,"Metal Claw, Hydro Cannon[etm], Drill Peck",,,"393;394;395","395"
"395","Empoleon (Shadow)","Piplup","TRUE",,"170",,,,"15/15/15",,,,"50",,,,"3279",,,,"Metal Claw, Hydro Cannon[etm], Drill Peck",,,"393;394;395","395"
"398","Staraptor","Starly","FALSE",,"489",,,,"15/15/15",,,,"50",,,,"3194",,,,"Quick Attack, Close Combat, Brave Bird",,,"396;397;398","398"
"398","Staraptor (Shadow)","Starly","TRUE",,"490",,,,"15/15/15",,,,"50",,,,"3194",,,,"Quick Attack, Brave Bird, Close Combat",,,"396;397;398","398"
"405","Luxray","Shinx","FALSE",,"441",,,,"15/15/15",,,,"50",,,,"3265",,,,"Snarl, Wild Charge, Crunch",,,"403;404;405","405"
"405","Luxray (Shadow)","Shinx","TRUE",,"488",,,,"15/15/15",,,,"50",,,,"3265",,,,"Snarl, Wild Charge, Crunch",,,"403;404;405","405"
"407","Roserade","Roselia","FALSE",,"112",,,,"15/15/15",,,,"50",,,,"3359",,,,"Poison Jab, Weather Ball (Fire)[etm], Leaf Storm",,,"315;406;407","406;407"
"409","Rampardos","Cranidos","FALSE",,"239",,,,"15/15/15",,,,"50",,,,"3728",,,,"Smack Down, Rock Slide, Outrage",,,"408;409","409"
"409","Rampardos (Shadow)","Cranidos","TRUE",,"190",,,,"15/15/15",,,,"50",,,,"3728",,,,"Smack Down, Rock Slide, Outrage",,,"408;409","409"
"416","Vespiquen","Combee","FALSE",,"432",,,,"15/15/15",,,,"50",,,,"2267",,,,"Fury Cutter, X-Scissor, Power Gem",,,"415;416","416"
"419","Floatzel","Buizel","FALSE",,"297",,,,"15/15/15",,,,"50",,,,"2762",,,,"Waterfall, Liquidation, Swift",,,"418;419","419"
"423","Gastrodon","Shellos","FALSE",,"144",,,,"15/15/15",,,,"50",,,,"2628",,,,"Mud Slap, Body Slam, Earth Power",,,"422;423","423"
"424","Ambipom","Aipom","FALSE",,"431",,,,"15/15/15",,,,"50",,,,"2733",,,,"Astonish, Aerial Ace, Return[legacy]",,,"190;424","424"
"424","Ambipom (Shadow)","Aipom","TRUE",,"391",,,,"15/15/15",,,,"50",,,,"2733",,,,"Astonish, Aerial Ace, Low Sweep",,,"190;424","424"
"426","Drifblim","Drifloon","FALSE",,"78",,,,"15/15/15",,,,"50",,,,"2693",,,,"Astonish, Icy Wind, Shadow Ball",,,"425;426","426"
"426","Drifblim (Shadow)","Drifloon","TRUE",,"89",,,,"15/15/15",,,,"50",,,,"2693",,,,"Astonish, Icy Wind, Shadow Ball",,,"425;426","426"
"428","Lopunny","Buneary","FALSE",,"415",,,,"15/15/15",,,,"50",,,,"2328",,,,"Double Kick, Triple Axel, Fire Punch",,,"427;428","428"
"429","Mismagius","Misdreavus","FALSE",,"413",,,,"15/15/15",,,,"50",,,,"2957",,,,"Psywave, Shadow Ball, Dark Pulse",,,"200;429","429"
"429","Mismagius (Shadow)","Misdreavus","TRUE",,"425",,,,"15/15/15",,,,"50",,,,"2957",,,,"Psywave, Shadow Ball, Dark Pulse",,,"200;429","429"
"430","Honchkrow","Murkrow","FALSE",,"446",,,,"15/15/15",,,,"50",,,,"3065",,,,"Snarl, Brave Bird, Dark Pulse",,,"198;430","430"
"430","Honchkrow (Shadow)","Murkrow","TRUE",,"483",,,,"15/15/15",,,,"50",,,,"3065",,,,"Snarl, Brave Bird, Dark Pulse",,,"198;430","430"
"435","Skuntank","Stunky","FALSE",,"261",,,,"15/15/15",,,,"50",,,,"2666",,,,"Poison Jab, Crunch, Trailblaze",,,"434;435","435"
"435","Skuntank (Shadow)","Stunky","TRUE",,"292",,,,"15/15/15",,,,"50",,,,"2666",,,,"Poison Jab, Crunch, Trailblaze",,,"434;435","435"
"437","Bronzong","Bronzor","FALSE",,"321",,,,"15/15/15",,,,"50",,,,"2531",,,,"Confusion, Psyshock, Heavy Slam",,,"436;437","437"
"442","Spiritomb","Spiritomb","FALSE",,"428",,,,"15/15/15",,,,"50",,,,"2343",,,,"Sucker Punch, Shadow Ball, Shadow Sneak",,,"442","442"
"445","Garchomp","Gible","FALSE",,"146",,,,"15/15/15",,,,"50",,,,"4479",,,,"Mud Shot, Outrage, Earth Power[etm]",,,"443;444;445","445"
"445","Garchomp (Shadow)","Gible","TRUE",,"2",,,,"15/15/15",,,,"50",,,,"4479",,,,"Dragon Tail, Outrage, Sand Tomb",,,"443;444;445","445"
"446","Munchlax","Snorlax","FALSE",,"469",,,,"15/15/15",,,,"50",,,,"2139",,,,"Lick, Body Slam, Bulldoze",,,"143;446","446"
"448","Lucario","Riolu","FALSE",,"234",,,,"15/15/15",,,,"50",,,,"3056",,,,"Counter, Thunder Punch, Shadow Ball",,,"447;448","448"
"450","Hippowdon","Hippopotas","FALSE",,"24",,,,"15/15/15",,,,"50",,,,"3488",,,,"Sand Attack, Weather Ball (Rock), Earth Power",,,"449;450","450"
"450","Hippowdon (Shadow)","Hippopotas","TRUE",,"21",,,,"15/15/15",,,,"50",,,,"3488",,,,"Sand Attack, Weather Ball (Rock), Earth Power",,,"449;450","450"
"452","Drapion","Skorupi","FALSE",,"178",,,,"15/15/15",,,,"50",,,,"2773",,,,"Poison Sting, Crunch, Aqua Tail",,,"451;452","452"
"452","Drapion (Shadow)","Skorupi","TRUE",,"218",,,,"15/15/15",,,,"50",,,,"2773",,,,"Poison Sting, Crunch, Aqua Tail",,,"451;452","452"
"454","Toxicroak","Croagunk","FALSE",,"362",,,,"15/15/15",,,,"50",,,,"2813",,,,"Poison Jab, Dynamic Punch, Mud Bomb",,,"453;454","454"
"454","Toxicroak (Shadow)","Croagunk","TRUE",,"376",,,,"15/15/15",,,,"50",,,,"2813",,,,"Poison Jab, Dynamic Punch, Mud Bomb",,,"453;454","454"
"455","Carnivine","Carnivine","FALSE",,"478",,,,"15/15/15",,,,"50",,,,"2441",,,,"Vine Whip, Crunch, Power Whip",,,"455","455"
"460","Abomasnow","Snover","FALSE",,"201",,,,"15/15/15",,,,"50",,,,"2670",,,,"Powder Snow, Weather Ball (Ice), Energy Ball",,,"459;460","460"
"460","Abomasnow (Shadow)","Snover","TRUE",,"233",,,,"15/15/15",,,,"50",,,,"2670",,,,"Powder Snow, Weather Ball (Ice), Energy Ball",,,"459;460","460"
"461","Weavile","Sneasel","FALSE",,"371",,,,"15/15/15",,,,"50",,,,"3397",,,,"Snarl, Avalanche, Focus Blast",,,"215;461","461"
"461","Weavile (Shadow)","Sneasel","TRUE",,"458",,,,"15/15/15",,,,"50",,,,"3397",,,,"Snarl, Avalanche, Focus Blast",,,"215;461","461"
"462","Magnezone","Magnemite","FALSE",,"66",,,,"15/15/15",,,,"50",,,,"3623",,,,"Volt Switch, Wild Charge, Mirror Shot",,,"81;82;462","462"
"462","Magnezone (Shadow)","Magnemite","TRUE",,"64",,,,"15/15/15",,,,"50",,,,"3623",,,,"Volt Switch, Wild Charge, Mirror Shot",,,"81;82;462","462"
"463","Lickilicky","Lickitung","FALSE",,"149",,,,"15/15/15",,,,"50",,,,"2789",,,,"Rollout, Body Slam[etm], Shadow Ball",,,"108;463","463"
"464","Rhyperior","Rhyhorn","FALSE",,"1",,,,"15/15/15",,,,"50",,,,"4221",,,,"Mud Slap, Breaking Swipe, Rock Wrecker[etm]",,,"111;112;464","464"
"464","Rhyperior (Shadow)","Rhyhorn","TRUE",,"8",,,,"15/15/15",,,,"50",,,,"4221",,,,"Mud Slap, Rock Wrecker[etm], Breaking Swipe",,,"111;112;464","464"
"465","Tangrowth","Tangela","FALSE",,"116",,,,"15/15/15",,,,"50",,,,"3425",,,,"Vine Whip, Power Whip, Rock Slide",,,"114;465","465"
"465","Tangrowth (Shadow)","Tangela","TRUE",,"193",,,,"15/15/15",,,,"50",,,,"3425",,,,"Vine Whip, Power Whip, Rock Slide",,,"114;465","465"
"466","Electivire","Electabuzz","FALSE",,"104",,,,"15/15/15",,,,"50",,,,"3481",,,,"Thunder Shock, Wild Charge, Ice Punch",,,"125;239;466","239;466"
"466","Electivire (Shadow)","Electabuzz","TRUE",,"185",,,,"15/15/15",,,,"50",,,,"3481",,,,"Thunder Shock, Wild Charge, Ice Punch",,,"125;239;466","239;466"
"467","Magmortar","Magmar","FALSE",,"65",,,,"15/15/15",,,,"50",,,,"3541",,,,"Karate Chop, Fire Punch, Thunderbolt[etm]",,,"126;240;467","240;467"
"467","Magmortar (Shadow)","Magmar","TRUE",,"73",,,,"15/15/15",,,,"50",,,,"3541",,,,"Karate Chop, Fire Punch, Thunderbolt[etm]",,,"126;240;467","240;467"
"468","Togekiss","Togepi","FALSE",,"11",,,,"15/15/15",,,,"50",,,,"3767",,,,"Charm, Ancient Power, Aura Sphere[etm]",,,"175;176;468","468"
"469","Yanmega","Yanma","FALSE",,"272",,,,"15/15/15",,,,"50",,,,"3330",,,,"Wing Attack, Aerial Ace, Ancient Power",,,"193;469","469"
"470","Leafeon","Leafeon","FALSE",,"129",,,,"15/15/15",,,,"50",,,,"3328",,,,"Bullet Seed[etm], Leaf Blade, Last Resort[etm]",,,"133;470","470"
"471","Glaceon","Glaceon","FALSE",,"147",,,,"15/15/15",,,,"50",,,,"3535",,,,"Ice Shard, Avalanche, Icy Wind",,,"133;471","471"
"472","Gliscor","Gligar","FALSE",,"105",,,,"15/15/15",,,,"50",,,,"3043",,,,"Wing Attack, Night Slash, Earthquake",,,"207;472","472"
"472","Gliscor (Shadow)","Gligar","TRUE",,"74",,,,"15/15/15",,,,"50",,,,"3043",,,,"Sand Attack, Night Slash, Aerial Ace",,,"207;472","472"
"473","Mamoswine","Swinub","FALSE",,"136",,,,"15/15/15",,,,"50",,,,"3763",,,,"Powder Snow, Avalanche, High Horsepower",,,"220;221;473","473"
"473","Mamoswine (Shadow)","Swinub","TRUE",,"189",,,,"15/15/15",,,,"50",,,,"3763",,,,"Powder Snow, High Horsepower, Avalanche",,,"220;221;473","473"
"474","Porygon-Z","Porygon","FALSE",,"195",,,,"15/15/15",,,,"50",,,,"3693",,,,"Lock On, Tri Attack[etm], Blizzard",,,"137;233;474","474"
"474","Porygon-Z (Shadow)","Porygon","TRUE",,"304",,,,"15/15/15",,,,"50",,,,"3693",,,,"Lock On, Tri Attack[etm], Blizzard",,,"137;233;474","474"
"475","Gallade","Gallade","FALSE",,"41",,,,"15/15/15",,,,"50",,,,"3497",,,,"Psycho Cut, Close Combat, Leaf Blade",,,"280;281;475","475"
"475","Gallade (Shadow)","Gallade","TRUE",,"33",,,,"15/15/15",,,,"50",,,,"3497",,,,"Psycho Cut, Close Combat, Leaf Blade",,,"280;281;475","475"
"476","Probopass","Nosepass","FALSE",,"334",,,,"15/15/15",,,,"50",,,,"2351",,,,"Rock Throw, Magnet Bomb, Rock Slide",,,"299;476","476"
"476","Probopass (Shadow)","Nosepass","TRUE",,"309",,,,"15/15/15",,,,"50",,,,"2351",,,,"Rock Throw, Magnet Bomb, Rock Slide",,,"299;476","476"
"477","Dusknoir","Duskull","FALSE",,"192",,,,"15/15/15",,,,"50",,,,"2700",,,,"Astonish, Shadow Punch, Dark Pulse",,,"355;356;477","477"
"477","Dusknoir (Shadow)","Duskull","TRUE",,"202",,,,"15/15/15",,,,"50",,,,"2700",,,,"Astonish, Shadow Punch, Dark Pulse",,,"355;356;477","477"
"479","Rotom (Frost)","Rotom","FALSE",,"504",,,,"15/15/15",,,,"50",,,,"2916",,,,"Thunder Shock, Blizzard, Thunderbolt",,,"479","479"
"479","Rotom (Heat)","Rotom","FALSE",,"386",,,,"15/15/15",,,,"50",,,,"2916",,,,"Thunder Shock, Overheat, Thunderbolt",,,"479","479"
"479","Rotom (Mow)","Rotom","FALSE",,"460",,,,"15/15/15",,,,"50",,,,"2916",,,,"Thunder Shock, Thunderbolt, Ominous Wind",,,"479","479"
"479","Rotom (Wash)","Rotom","FALSE",,"463",,,,"15/15/15",,,,"50",,,,"2916",,,,"Thunder Shock, Thunderbolt, Hydro Pump",,,"479","479"
"497","Serperior","Snivy","FALSE",,"223",,,,"15/15/15",,,,"50",,,,"2574",,,,"Vine Whip, Frenzy Plant[etm], Aerial Ace",,,"495;496;497","497"
"497","Serperior (Shadow)","Snivy","TRUE",,"263",,,,"15/15/15",,,,"50",,,,"2574",,,,"Vine Whip, Frenzy Plant[etm], Aerial Ace",,,"495;496;497","497"
"500","Emboar","Tepig","FALSE",,"295",,,,"15/15/15",,,,"50",,,,"3372",,,,"Ember, Blast Burn[etm], Rock Slide",,,"498;499;500","500"
"500","Emboar (Shadow)","Tepig","TRUE",,"250",,,,"15/15/15",,,,"50",,,,"3372",,,,"Ember, Blast Burn[etm], Rock Slide",,,"498;499;500","500"
"503","Samurott","Oshawott","FALSE",,"90",,,,"15/15/15",,,,"50",,,,"3194",,,,"Fury Cutter, Hydro Cannon[etm], Razor Shell",,,"501;502;503","503"
"503","Samurott (Hisuian)","Oshawott","FALSE",,"165",,,,"15/15/15",,,,"50",,,,"3167",,,,"Snarl, Icy Wind, Razor Shell",,,"501;502;503","503"
"503","Samurott (Shadow)","Oshawott","TRUE",,"103",,,,"15/15/15",,,,"50",,,,"3194",,,,"Fury Cutter, Hydro Cannon[etm], Razor Shell",,,"501;502;503","503"
"508","Stoutland","Lillipup","FALSE",,"254",,,,"15/15/15",,,,"50",,,,"3196",,,,"Sand Attack, Wild Charge, Crunch",,,"506;507;508","508"
